,chl_a,chl_a,site,sample_date,443,493,560,665,703,740,780,834,864,SA,Max.depth,pct_dev,pct_ag
749,4.7,4.7,329.0,198.0,0.00506988,0.0062816986,0.007277908,0.0042157327,-99999.0,-99999.0,-99999.0,-99999.0,0.008398381,308.0,40.0,3.93,21.89
750,2.5,2.5,46.0,196.0,0.0022382457,0.0034199099,0.0040212264,0.002969373,-99999.0,-99999.0,-99999.0,-99999.0,0.006220138,554.0,138.0,2.24,0.03
751,1.5,1.5,193.0,199.0,0.0049193744,0.006145819,0.0068400446,0.004030649,-99999.0,-99999.0,-99999.0,-99999.0,0.007815956,250.0,42.7,2.07,43.34
752,5.24,5.24,18.0,198.0,0.0018522636,0.00312581,0.004564189,0.0031054912,-99999.0,-99999.0,-99999.0,-99999.0,0.009538298,48.0,39.0,4.16,16.42
753,3.2,3.2,87.0,202.0,0.0027803266,0.00439826,0.008184356,0.005722332,-99999.0,-99999.0,-99999.0,-99999.0,0.0057794494,38.0,5.6,1.34,0.0
754,27.3,27.3,27.0,203.0,0.005436678,0.006206272,0.006792822,0.0050115013,-99999.0,-99999.0,-99999.0,-99999.0,0.004604005,7855.0,40.0,5.58,21.87
755,31.9,31.9,178.0,199.0,0.00087526324,0.0020176235,0.012980014,0.008842835,-99999.0,-99999.0,-99999.0,-99999.0,0.01074036,100.0,35.0,23.75,5.33
756,2.3,2.3,255.0,196.0,0.00208187,0.0042539844,0.0063209594,0.003683329,-99999.0,-99999.0,-99999.0,-99999.0,0.007960161,134.0,114.8,4.88,6.03
757,13.3,13.3,173.0,196.0,0.0063152174,0.0076930583,0.011252569,0.0070290547,-99999.0,-99999.0,-99999.0,-99999.0,0.008538789,35840.0,1394.0,4.13,36.66
758,1.4,1.4,194.0,203.0,0.005556309,0.0064244457,0.006190712,0.0030546756,-99999.0,-99999.0,-99999.0,-99999.0,0.0051235068,1679.0,210.0,1.45,5.38
759,4.3,4.3,78.0,197.0,0.004709651,0.0064786873,0.008018398,0.004669559,-99999.0,-99999.0,-99999.0,-99999.0,0.007966895,576.0,55.0,5.8,23.26
760,2.9,2.9,78.0,205.0,0.004709651,0.0064786873,0.008018398,0.004669559,-99999.0,-99999.0,-99999.0,-99999.0,0.007966895,576.0,55.0,5.8,23.26
761,0.7,0.7,355.0,197.0,0.00240728,0.0034835152,0.0044874535,0.002971611,-99999.0,-99999.0,-99999.0,-99999.0,0.007672723,64.0,9.8,2.15,13.4
762,2.0,2.0,168.0,203.0,0.0037595704,0.0050655175,0.0059303017,0.0038543863,-99999.0,-99999.0,-99999.0,-99999.0,0.012823551,1286.0,75.0,1.81,1.24
763,1.7,1.7,305.0,202.0,0.0018311861,0.0035065569,0.00534011,0.003492269,-99999.0,-99999.0,-99999.0,-99999.0,0.007708072,51.0,42.7,7.0,10.5
764,1.0,1.0,235.0,196.0,0.005821979,0.0067434255,0.006552115,0.0030764397,-99999.0,-99999.0,-99999.0,-99999.0,0.0045974674,506.0,76.1,0.39,5.39
765,1.8,1.8,197.0,194.0,0.0051098396,0.006430729,0.006983763,0.0039584194,-99999.0,-99999.0,-99999.0,-99999.0,0.010357706,26.0,30.2,3.68,14.55
766,4.7,4.7,334.0,200.0,0.005690856,0.006528884,0.006943285,0.0042068884,-99999.0,-99999.0,-99999.0,-99999.0,0.008363763,101.0,20.0,15.2,29.74
767,40.2,40.2,239.0,202.0,0.004474284,0.0054240143,0.007770513,0.003945597,-99999.0,-99999.0,-99999.0,-99999.0,0.006813738,19.0,32.8,1.69,0.0
768,19.0,19.0,240.0,205.0,0.0056952783,0.0070000687,0.009698584,0.005492645,-99999.0,-99999.0,-99999.0,-99999.0,0.00523694,261.0,20.0,2.88,2.7
769,8.1,8.1,20.0,197.0,0.0027295183,0.004392739,0.0075289146,0.00472612,-99999.0,-99999.0,-99999.0,-99999.0,0.008334831,238.0,30.0,2.25,0.9
770,2.5,2.5,116.0,201.0,0.0041410537,0.0053471774,0.005920153,0.004239484,-99999.0,-99999.0,-99999.0,-99999.0,0.007931706,108.0,64.0,1.49,14.84
771,3.3,3.3,352.0,196.0,0.0039129644,0.0052094953,0.006458204,0.004032561,-99999.0,-99999.0,-99999.0,-99999.0,0.008184737,32.0,26.2,9.12,36.2
772,1.39,1.39,176.0,204.0,0.0006378812,0.0022784271,0.0031205597,0.0024050057,-99999.0,-99999.0,-99999.0,-99999.0,0.0063879206,574.0,56.0,2.68,0.0
773,2.5,2.5,116.0,201.0,0.0041410537,0.0053471774,0.0059126443,0.00423582,-99999.0,-99999.0,-99999.0,-99999.0,0.0079245325,108.0,64.0,1.49,14.84
774,0.4,0.4,90.0,202.0,0.0042049373,0.00525735,0.0055190297,0.0036337827,-99999.0,-99999.0,-99999.0,-99999.0,0.006065931,198.0,48.0,8.43,0.58
775,9.3,9.3,270.0,202.0,0.0035945224,0.0047506453,0.005934479,0.0045662485,-99999.0,-99999.0,-99999.0,-99999.0,0.008810579,77.0,10.2,3.72,0.0
776,8.0,8.0,223.0,203.0,0.003732228,0.004466783,0.0048709097,0.0031040155,-99999.0,-99999.0,-99999.0,-99999.0,0.012868407,45.0,9.5,0.07,0.3
777,1.6,1.6,199.0,195.0,0.002232067,0.003038058,0.0038346078,0.0029078852,-99999.0,-99999.0,-99999.0,-99999.0,0.0048567033,9222.0,126.0,4.81,0.05
778,1.8,1.8,197.0,194.0,0.0049969633,0.0063740294,0.0069517093,0.0038825932,-99999.0,-99999.0,-99999.0,-99999.0,0.010155076,26.0,30.2,3.68,14.55
779,1.6,1.6,305.0,196.0,0.0018311861,0.0035065569,0.00534011,0.003492269,-99999.0,-99999.0,-99999.0,-99999.0,0.007708072,51.0,42.7,7.0,10.5
780,1.8,1.8,198.0,204.0,0.002048372,0.0031201586,0.0034099573,0.002089073,-99999.0,-99999.0,-99999.0,-99999.0,0.004530584,2173.0,150.0,1.05,0.0
781,3.9,3.9,44.0,196.0,0.00597794,0.006861436,0.007838035,0.00452635,-99999.0,-99999.0,-99999.0,-99999.0,0.0048571606,1031.0,49.0,3.82,9.63
782,1.9,1.9,211.0,202.0,0.004742896,0.0063680084,0.0077997097,0.004230088,-99999.0,-99999.0,-99999.0,-99999.0,0.008138749,90.0,45.9,0.86,33.42
783,10.1,10.1,173.0,203.0,0.0063233483,0.0076930583,0.0112606445,0.0070367195,-99999.0,-99999.0,-99999.0,-99999.0,0.008546059,35840.0,1394.0,4.13,36.66
784,2.7,2.7,95.0,202.0,0.0046355156,0.0057580713,0.0061481623,0.004103295,-99999.0,-99999.0,-99999.0,-99999.0,0.008863696,280.0,31.0,2.44,15.23
785,10.1,10.1,173.0,203.0,0.0063152174,0.0076930583,0.011252569,0.0070290547,-99999.0,-99999.0,-99999.0,-99999.0,0.008538789,35840.0,1394.0,4.13,36.66
786,2.7,2.7,328.0,197.0,0.005435402,0.0070267795,0.012108282,0.0071054706,-99999.0,-99999.0,-99999.0,-99999.0,0.008340275,230.0,34.0,9.84,40.59
787,2.7,2.7,95.0,202.0,0.0046258187,0.0057580713,0.0061481623,0.004103014,-99999.0,-99999.0,-99999.0,-99999.0,0.008856458,280.0,31.0,2.44,15.23
788,13.3,13.3,173.0,196.0,0.0063233483,0.0076930583,0.0112606445,0.0070367195,-99999.0,-99999.0,-99999.0,-99999.0,0.008546059,35840.0,1394.0,4.13,36.66
789,1.3,1.3,94.0,203.0,0.0039201295,0.005671275,0.006624655,0.004009208,-99999.0,-99999.0,-99999.0,-99999.0,0.009269488,272.0,50.0,0.81,19.24
790,14.2,14.2,205.0,199.0,0.0042426153,0.0051721176,0.005821783,0.0040003504,-99999.0,-99999.0,-99999.0,-99999.0,0.0061521926,-99999.0,1333.0,0.85,11.72
791,1.9,1.9,71.0,197.0,0.005613103,0.0075204996,0.010657444,0.005427586,-99999.0,-99999.0,-99999.0,-99999.0,0.008594192,26.0,32.8,10.01,30.32
792,3.8,3.8,73.0,203.0,0.0058916025,0.007020483,0.008391159,0.004848503,-99999.0,-99999.0,-99999.0,-99999.0,0.008124657,121.0,75.0,4.54,35.23
793,3.8,3.8,155.0,196.0,0.0033875871,0.0042400127,0.0056422777,0.002886204,-99999.0,-99999.0,-99999.0,-99999.0,0.019049827,58.0,15.0,0.35,1.46
794,0.8,0.8,334.0,210.0,0.0020111338,0.0034206838,0.00436078,0.0026141282,-99999.0,-99999.0,-99999.0,-99999.0,0.0049496097,101.0,20.0,15.2,29.74
795,3.8,3.8,73.0,203.0,0.00059805793,0.0029359262,0.0061397995,0.0036372184,-99999.0,-99999.0,-99999.0,-99999.0,0.005787918,121.0,75.0,4.54,35.23
796,1.7,1.7,155.0,208.0,0.0028497153,0.0038076781,0.0050719907,0.0029142196,-99999.0,-99999.0,-99999.0,-99999.0,0.009847523,58.0,15.0,0.35,1.46
797,1.6,1.6,235.0,208.0,0.007841816,0.008519728,0.008158037,0.0046360944,-99999.0,-99999.0,-99999.0,-99999.0,0.0066943862,506.0,76.1,0.39,5.39
798,39.5,39.5,152.0,208.0,0.014436987,0.014065131,0.01503366,0.009958577,-99999.0,-99999.0,-99999.0,-99999.0,0.011043663,137.5,26.5,9.46,36.74
799,4.1,4.1,304.0,203.0,0.0027136945,0.0045904713,0.0059137247,0.0041978075,-99999.0,-99999.0,-99999.0,-99999.0,0.0044423128,3357.0,48.0,6.93,42.56
800,2.5,2.5,263.0,203.0,0.0026899208,0.004634555,0.007061779,0.005804781,-99999.0,-99999.0,-99999.0,-99999.0,0.014747643,122.0,25.0,0.81,4.64
801,1.1,1.1,299.0,202.0,0.006746033,0.0073770666,0.0068617454,0.004190119,-99999.0,-99999.0,-99999.0,-99999.0,0.00751282,128.0,90.0,1.2,4.48
802,1.4,1.4,194.0,203.0,0.0057681375,0.006740107,0.0068590255,0.004047841,-99999.0,-99999.0,-99999.0,-99999.0,0.0072125955,1679.0,210.0,1.45,5.38
803,0.8,0.8,202.0,210.0,0.008379532,0.010240831,0.015695153,0.008305544,-99999.0,-99999.0,-99999.0,-99999.0,0.0052343127,58.0,21.3,15.87,30.17
804,4.0,4.0,84.0,210.0,0.0026037903,0.003960156,0.0063180164,0.004306475,-99999.0,-99999.0,-99999.0,-99999.0,0.0045330594,213.0,20.0,2.73,37.6
805,27.3,27.3,27.0,203.0,0.006036996,0.0066956896,0.00768783,0.0060347044,-99999.0,-99999.0,-99999.0,-99999.0,0.005284547,7855.0,40.0,5.58,21.87
806,8.0,8.0,223.0,203.0,0.0020198736,0.0031690944,0.0038620417,0.0030674227,-99999.0,-99999.0,-99999.0,-99999.0,0.0071141473,45.0,9.5,0.07,0.3
807,0.8,0.8,202.0,210.0,0.008361788,0.010219729,0.015696906,0.008305544,-99999.0,-99999.0,-99999.0,-99999.0,0.0052269995,58.0,21.3,15.87,30.17
808,2.0,2.0,328.0,209.0,0.002410823,0.0043344647,0.010373496,0.00577675,-99999.0,-99999.0,-99999.0,-99999.0,0.0050832075,230.0,34.0,9.84,40.59
809,19.0,19.0,240.0,205.0,0.006332435,0.0077020074,0.011055322,0.006982565,-99999.0,-99999.0,-99999.0,-99999.0,0.007290722,261.0,20.0,2.88,2.7
810,39.5,39.5,152.0,208.0,0.014437007,0.014057082,0.015026023,0.009951101,-99999.0,-99999.0,-99999.0,-99999.0,0.011043671,137.5,26.5,9.46,36.74
811,10.1,10.1,173.0,203.0,9.076373e-07,0.003154355,0.011931061,0.008832849,-99999.0,-99999.0,-99999.0,-99999.0,0.008352711,35840.0,1394.0,4.13,36.66
812,164.0,164.0,10.0,211.0,0.0067629325,0.0076387823,0.010873626,0.0060572973,-99999.0,-99999.0,-99999.0,-99999.0,0.011454501,8.0,10.0,16.46,69.44
813,30.2,30.2,186.0,208.0,0.004343342,0.0050299186,0.0062357504,0.004440223,-99999.0,-99999.0,-99999.0,-99999.0,0.0064006234,19.0,11.5,84.67,0.0
814,8.8,8.8,220.0,207.0,0.0024523062,0.0036873852,0.002057322,0.0024358744,-99999.0,-99999.0,-99999.0,-99999.0,0.027705984,11.0,15.1,67.8,0.0
815,6.5,6.5,208.0,207.0,0.0035508648,0.00562801,0.008635337,0.0050709313,-99999.0,-99999.0,-99999.0,-99999.0,0.006261994,128.0,46.6,36.56,0.19
816,9.2,9.2,266.0,208.0,0.005760613,0.00749165,0.010910927,0.0065942775,-99999.0,-99999.0,-99999.0,-99999.0,0.0055700587,250.0,29.5,24.35,22.9
817,25.1,25.1,21.0,202.0,0.004368601,0.005571571,0.007328554,0.005100267,-99999.0,-99999.0,-99999.0,-99999.0,0.005967917,26.0,18.0,8.57,5.67
818,4.1,4.1,330.0,207.0,0.0049442374,0.0057435427,0.006097958,0.0033593397,-99999.0,-99999.0,-99999.0,-99999.0,0.0050195707,288.0,62.3,13.3,0.25
819,0.9,0.9,255.0,208.0,0.00546652,0.0065046228,0.0060949023,0.0025358615,-99999.0,-99999.0,-99999.0,-99999.0,0.0037608922,134.0,114.8,4.88,6.03
820,0.6,0.6,167.0,208.0,0.003686959,0.0047746426,0.004865002,0.0022034976,-99999.0,-99999.0,-99999.0,-99999.0,0.0048697917,38.0,45.3,1.18,0.0
821,7.7,7.7,354.0,207.0,0.0026591134,0.0032907429,0.006197525,0.0028454878,-99999.0,-99999.0,-99999.0,-99999.0,0.011018813,58.0,17.4,2.88,0.0
822,40.2,40.2,239.0,202.0,0.0034506724,0.004536963,0.006397156,0.0031335824,-99999.0,-99999.0,-99999.0,-99999.0,0.004409389,19.0,32.8,1.69,0.0
823,10.9,10.9,282.0,203.0,0.0066819945,0.007648086,0.009129967,0.0065144035,-99999.0,-99999.0,-99999.0,-99999.0,0.011646105,115.0,29.5,6.84,30.67
824,4.1,4.1,269.0,202.0,0.0031645964,0.004457221,0.0053220894,0.0035680896,-99999.0,-99999.0,-99999.0,-99999.0,0.009216697,237.0,38.0,17.85,2.26
825,0.4,0.4,355.0,211.0,0.003170432,0.0038844692,0.004724315,0.0027072523,-99999.0,-99999.0,-99999.0,-99999.0,0.0072970237,64.0,9.8,2.15,13.4
826,1.8,1.8,15.0,211.0,0.0044553317,0.005115521,0.0055149226,0.0030057973,-99999.0,-99999.0,-99999.0,-99999.0,0.00574138,70.0,39.0,25.46,1.41
827,3.0,3.0,115.0,203.0,0.0068312343,0.008042867,0.008785707,0.005474987,-99999.0,-99999.0,-99999.0,-99999.0,0.012531011,518.0,21.0,6.58,13.87
828,14.4,14.4,361.0,208.0,0.0025273734,0.0039428724,0.004633118,0.003044374,-99999.0,-99999.0,-99999.0,-99999.0,0.0063989675,380.0,15.0,0.68,0.0
829,6.8,6.8,201.0,207.0,0.004475431,0.0054634544,0.006476843,0.004062185,-99999.0,-99999.0,-99999.0,-99999.0,0.007958295,32.0,18.7,4.71,1.13
830,4.9,4.9,195.0,207.0,0.0043364046,0.0055193948,0.0063660457,0.0037506355,-99999.0,-99999.0,-99999.0,-99999.0,0.0068759276,58.0,37.7,7.92,1.86
831,32.1,32.1,273.0,208.0,0.0059856167,0.0076075518,0.011841098,0.0070656757,-99999.0,-99999.0,-99999.0,-99999.0,0.0061341776,185.0,34.0,60.4,0.14
832,1.7,1.7,305.0,202.0,0.004315765,0.005144188,0.0055599795,0.0027369584,-99999.0,-99999.0,-99999.0,-99999.0,0.0043275906,51.0,42.7,7.0,10.5
833,2.3,2.3,281.0,207.0,0.0048321993,0.005565886,0.006570157,0.00391821,-99999.0,-99999.0,-99999.0,-99999.0,0.005673636,115.0,14.0,13.31,1.45
834,3.3,3.3,363.0,208.0,0.0026446753,0.0038841371,0.0042905086,0.0027460766,-99999.0,-99999.0,-99999.0,-99999.0,0.004178527,48.0,7.0,9.62,0.17
835,6.3,6.3,196.0,208.0,0.004693827,0.005667068,0.007517908,0.004462721,-99999.0,-99999.0,-99999.0,-99999.0,0.005776528,58.0,24.6,46.46,2.4
836,8.8,8.8,294.0,206.0,0.004966014,0.0057068323,0.006231179,0.003914223,-99999.0,-99999.0,-99999.0,-99999.0,0.0090755625,26.0,29.5,5.39,15.57
837,1.0,1.0,275.0,208.0,0.008935628,0.009250277,0.009564138,0.005696874,-99999.0,-99999.0,-99999.0,-99999.0,0.01753966,141.0,40.0,9.82,4.22
838,4.1,4.1,332.0,207.0,0.001039293,0.0021365494,0.00558828,0.0024051135,-99999.0,-99999.0,-99999.0,-99999.0,0.020462846,205.0,12.0,2.8,8.05
839,40.7,40.7,189.0,213.0,0.0050178315,0.005978907,0.008852892,0.005278301,-99999.0,-99999.0,-99999.0,-99999.0,0.006364445,13.0,9.8,46.22,2.6
840,2.0,2.0,175.0,209.0,0.0027998313,0.0040528607,0.004480359,0.0024759844,-99999.0,-99999.0,-99999.0,-99999.0,0.0037052056,72.0,54.0,23.69,0.0
841,19.45,19.45,58.0,208.0,0.004223532,0.0059139966,0.007728233,0.00436236,-99999.0,-99999.0,-99999.0,-99999.0,0.0031125238,13000.0,78.0,8.44,24.88
842,7.8,7.8,76.0,217.0,0.0008738863,0.002017554,0.0057088216,0.0031913186,-99999.0,-99999.0,-99999.0,-99999.0,0.008496843,445.0,46.0,2.48,23.23
843,48.1,48.1,120.0,212.0,0.0025851782,0.0049065724,0.008742169,0.005042899,-99999.0,-99999.0,-99999.0,-99999.0,0.01729544,92.6,44.0,6.32,57.91
844,164.0,164.0,10.0,211.0,0.001278388,0.0032576453,0.0076395753,0.0040636435,-99999.0,-99999.0,-99999.0,-99999.0,0.013021831,8.0,10.0,16.46,69.44
845,39.5,39.5,152.0,208.0,0.00087136426,0.0043346216,0.004976623,0.0014605074,-99999.0,-99999.0,-99999.0,-99999.0,0.01562614,137.5,26.5,9.46,36.74
846,7.8,7.8,76.0,217.0,0.0008757749,0.0020179907,0.0057153753,0.0031938392,-99999.0,-99999.0,-99999.0,-99999.0,0.008762502,445.0,46.0,2.48,23.23
847,3.25,3.25,164.0,217.0,0.0074982266,0.007513829,0.0067681237,0.004584809,-99999.0,-99999.0,-99999.0,-99999.0,0.0044656317,-99999.0,-99999.0,0.0,0.0
848,0.8,0.8,334.0,210.0,0.008191588,0.008036264,0.0067687505,0.0037612545,-99999.0,-99999.0,-99999.0,-99999.0,0.0041991593,101.0,20.0,15.2,29.74
849,34.5,34.5,27.0,216.0,0.005097437,0.0060280645,0.007519366,0.0054036593,-99999.0,-99999.0,-99999.0,-99999.0,0.0037322992,7855.0,40.0,5.58,21.87
850,0.8,0.8,334.0,210.0,0.008316516,0.008113714,0.0068918024,0.0038261667,-99999.0,-99999.0,-99999.0,-99999.0,0.0041019274,101.0,20.0,15.2,29.74
851,1.9,1.9,168.0,216.0,0.0063765435,0.0068870224,0.0062570153,0.0041481936,-99999.0,-99999.0,-99999.0,-99999.0,0.004482786,1286.0,75.0,1.81,1.24
852,1.3,1.3,128.0,210.0,0.005605853,0.0063563455,0.0066232667,0.0041061575,-99999.0,-99999.0,-99999.0,-99999.0,0.0049695675,70.0,70.0,3.18,43.21
853,4.9,4.9,123.0,214.0,0.007930831,0.007945116,0.0068229474,0.005452692,-99999.0,-99999.0,-99999.0,-99999.0,0.006375624,339.0,13.0,0.57,0.0
854,15.3,15.3,239.0,217.0,0.00528043,0.006255776,0.007594089,0.004601974,-99999.0,-99999.0,-99999.0,-99999.0,0.0057813763,19.0,32.8,1.69,0.0
855,7.3,7.3,44.0,208.0,0.006321327,0.0075881197,0.008798133,0.0053049414,-99999.0,-99999.0,-99999.0,-99999.0,0.006247443,1031.0,49.0,3.82,9.63
856,1.6,1.6,235.0,208.0,0.0071260543,0.0076595633,0.006789306,0.0032442159,-99999.0,-99999.0,-99999.0,-99999.0,0.0038547586,506.0,76.1,0.39,5.39
857,8.7,8.7,270.0,215.0,0.0059571406,0.0063711186,0.006612147,0.0052848165,-99999.0,-99999.0,-99999.0,-99999.0,0.0054558488,77.0,10.2,3.72,0.0
858,1.1,1.1,299.0,215.0,0.0065806042,0.00692072,0.0057410775,0.0029716652,-99999.0,-99999.0,-99999.0,-99999.0,0.0040282994,128.0,90.0,1.2,4.48
859,1.9,1.9,267.0,216.0,0.0035363922,0.0047455146,0.0047573843,0.0036808827,-99999.0,-99999.0,-99999.0,-99999.0,0.004752978,1370.0,35.1,1.94,0.0
860,2.4,2.4,87.0,215.0,0.0038471331,0.0054825265,0.009224067,0.006306265,-99999.0,-99999.0,-99999.0,-99999.0,0.0036455835,38.0,5.6,1.34,0.0
861,2.6,2.6,223.0,215.0,0.003565639,0.003965443,0.0032830772,0.0020740153,-99999.0,-99999.0,-99999.0,-99999.0,0.02632985,45.0,9.5,0.07,0.3
862,10.1,10.1,20.0,208.0,0.003971703,0.0052959467,0.0078332275,0.004373143,-99999.0,-99999.0,-99999.0,-99999.0,0.0041641677,238.0,30.0,2.25,0.9
863,1.5,1.5,59.0,210.0,0.006274197,0.007170265,0.0077135395,0.0043739122,-99999.0,-99999.0,-99999.0,-99999.0,0.0051186406,40.0,17.0,0.14,0.0
864,1.3,1.3,128.0,210.0,0.00559699,0.00634859,0.0066155535,0.004122745,-99999.0,-99999.0,-99999.0,-99999.0,0.0049844454,70.0,70.0,3.18,43.21
865,1.7,1.7,155.0,208.0,0.010442752,0.009743665,0.008233067,0.004995111,-99999.0,-99999.0,-99999.0,-99999.0,0.0074835205,58.0,15.0,0.35,1.46
866,1.1,1.1,194.0,216.0,0.0046601347,0.00067440834,0.0010447872,0.0018953973,-99999.0,-99999.0,-99999.0,-99999.0,0.025237326,1679.0,210.0,1.45,5.38
867,1.2,1.2,94.0,216.0,0.005214262,0.006485582,0.0064027063,0.0036797763,-99999.0,-99999.0,-99999.0,-99999.0,0.004153637,272.0,50.0,0.81,19.24
868,0.9,0.9,124.0,213.0,0.006713258,0.007245325,0.0072023626,0.004028694,-99999.0,-99999.0,-99999.0,-99999.0,0.0041323667,320.0,55.0,0.34,0.73
869,0.6,0.6,167.0,208.0,0.0064415215,0.006771709,0.0057351207,0.0029459267,-99999.0,-99999.0,-99999.0,-99999.0,0.004675061,38.0,45.3,1.18,0.0
870,2.4,2.4,73.0,214.0,0.0045795026,0.0051425085,0.0054020085,0.0024400947,-99999.0,-99999.0,-99999.0,-99999.0,0.016598538,121.0,75.0,4.54,35.23
871,31.6,31.6,217.0,220.0,0.0030200316,0.004511122,0.0059664138,0.005373678,-99999.0,-99999.0,-99999.0,-99999.0,0.006666552,19.0,19.7,34.67,4.16
872,0.1,0.1,311.0,220.0,0.0041700955,0.004831528,0.004397375,0.0027276839,-99999.0,-99999.0,-99999.0,-99999.0,0.004929229,26.0,35.1,8.63,0.0
873,40.7,40.7,189.0,213.0,0.0077066934,0.008056359,0.008939102,0.005581261,-99999.0,-99999.0,-99999.0,-99999.0,0.007050945,13.0,9.8,46.22,2.6
874,46.4,46.4,186.0,220.0,0.0063537797,0.0067900745,0.006844166,0.0051297024,-99999.0,-99999.0,-99999.0,-99999.0,0.006730668,19.0,11.5,84.67,0.0
875,18.7,18.7,180.0,214.0,0.0073657376,0.008049412,0.009598925,0.006417973,-99999.0,-99999.0,-99999.0,-99999.0,0.007082058,19.0,6.0,57.46,0.0
876,24.1,24.1,21.0,215.0,0.008171935,0.008513301,0.008964641,0.0061657624,-99999.0,-99999.0,-99999.0,-99999.0,0.00899885,26.0,18.0,8.57,5.67
877,31.6,31.6,217.0,220.0,0.0029943543,0.0045476267,0.0059789037,0.005431745,-99999.0,-99999.0,-99999.0,-99999.0,0.0066666272,19.0,19.7,34.67,4.16
878,5.1,5.1,22.0,220.0,0.0047268923,0.005196431,0.0049058525,0.0031637202,-99999.0,-99999.0,-99999.0,-99999.0,0.00522218,32.0,33.0,9.01,1.59
879,11.9,11.9,201.0,219.0,0.007378938,0.007871705,0.008830168,0.00551821,-99999.0,-99999.0,-99999.0,-99999.0,0.007808458,32.0,18.7,4.71,1.13
880,1.8,1.8,15.0,211.0,0.0059543173,0.006442471,0.0058754184,0.0032115625,-99999.0,-99999.0,-99999.0,-99999.0,0.0049662497,70.0,39.0,25.46,1.41
881,14.4,14.4,196.0,215.0,0.0076349983,0.008142843,0.008694955,0.0052287346,-99999.0,-99999.0,-99999.0,-99999.0,0.0057429303,58.0,24.6,46.46,2.4
882,2.6,2.6,41.0,220.0,0.0065086735,0.0071389433,0.0066650594,0.0036718082,-99999.0,-99999.0,-99999.0,-99999.0,0.0046471274,366.0,36.0,12.28,8.19
883,5.1,5.1,22.0,220.0,0.004726918,0.0051884507,0.0048980652,0.0031640278,-99999.0,-99999.0,-99999.0,-99999.0,0.005222188,32.0,33.0,9.01,1.59
884,2.0,2.0,218.0,220.0,0.0046098493,0.004983083,0.0047000954,0.0030792851,-99999.0,-99999.0,-99999.0,-99999.0,0.0057307975,42.0,46.0,6.76,0.0
885,24.1,24.1,21.0,215.0,0.008180234,0.0085125845,0.00896835,0.0061660726,-99999.0,-99999.0,-99999.0,-99999.0,0.009006304,26.0,18.0,8.57,5.67
886,2.6,2.6,41.0,220.0,0.006517057,0.007130733,0.006663335,0.0036746198,-99999.0,-99999.0,-99999.0,-99999.0,0.0046471227,366.0,36.0,12.28,8.19
887,2.0,2.0,218.0,220.0,0.0045851916,0.004951409,0.0046943957,0.0030823676,-99999.0,-99999.0,-99999.0,-99999.0,0.005760303,42.0,46.0,6.76,0.0
888,14.6,14.6,195.0,219.0,0.0073580304,0.008111769,0.009130534,0.0054272707,-99999.0,-99999.0,-99999.0,-99999.0,0.006832719,58.0,37.7,7.92,1.86
889,14.4,14.4,196.0,215.0,0.0076266564,0.008150881,0.0086866645,0.005228439,-99999.0,-99999.0,-99999.0,-99999.0,0.005742943,58.0,24.6,46.46,2.4
890,40.7,40.7,189.0,213.0,0.0076983417,0.008056366,0.008939104,0.005581271,-99999.0,-99999.0,-99999.0,-99999.0,0.0070695905,13.0,9.8,46.22,2.6
891,18.7,18.7,180.0,214.0,0.007365295,0.008049418,0.009598925,0.006417983,-99999.0,-99999.0,-99999.0,-99999.0,0.007089381,19.0,6.0,57.46,0.0
892,26.2,26.2,273.0,220.0,0.0068959673,0.007636881,0.009659111,0.0060628243,-99999.0,-99999.0,-99999.0,-99999.0,0.00551998,185.0,34.0,60.4,0.14
893,0.9,0.9,320.0,219.0,0.004454495,0.0051122364,0.004983699,0.0028035978,-99999.0,-99999.0,-99999.0,-99999.0,0.004604192,32.0,32.8,2.76,0.0
894,3.2,3.2,208.0,219.0,0.007484288,0.0082715545,0.009162994,0.0051304954,-99999.0,-99999.0,-99999.0,-99999.0,0.0063895723,128.0,46.6,36.56,0.19
895,50.2,50.2,192.0,215.0,0.007815741,0.00836733,0.009417094,0.0060920864,-99999.0,-99999.0,-99999.0,-99999.0,0.0067280415,102.0,16.0,74.9,1.11
896,0.9,0.9,275.0,220.0,0.005563554,0.0064997436,0.006146111,0.0031693503,-99999.0,-99999.0,-99999.0,-99999.0,0.005043545,141.0,40.0,9.82,4.22
897,50.2,50.2,192.0,215.0,0.007815793,0.008367224,0.009423145,0.0060920944,-99999.0,-99999.0,-99999.0,-99999.0,0.006735499,102.0,16.0,74.9,1.11
898,0.1,0.1,311.0,220.0,0.004178091,0.0048233205,0.0043905107,0.002730108,-99999.0,-99999.0,-99999.0,-99999.0,0.004929125,26.0,35.1,8.63,0.0
899,6.6,6.6,281.0,220.0,0.006285848,0.0068029123,0.006794187,0.004120965,-99999.0,-99999.0,-99999.0,-99999.0,0.0051234397,115.0,14.0,13.31,1.45
900,1.4,1.4,69.0,210.0,0.008053005,0.008504728,0.0076912153,0.0045655286,-99999.0,-99999.0,-99999.0,-99999.0,0.0057429583,661.0,25.0,5.88,22.45
901,0.9,0.9,320.0,219.0,0.004454466,0.005115214,0.00498342,0.0028054644,-99999.0,-99999.0,-99999.0,-99999.0,0.004604121,32.0,32.8,2.76,0.0
