,chl_a,chl_a,site,sample_date,443,493,560,665,703,740,780,834,864,SA,Max.depth,pct_dev,pct_ag
6036,25.356,25.356,76.0,667.0,0.010877917,0.010794637,0.013269832,0.008011542,0.008759879,0.0065522427,0.007422183,0.005519308,0.0057517365,445.0,46.0,2.48,23.23
6037,3.626,3.626,287.0,670.0,0.010584564,0.009965462,0.011051554,0.005877432,0.004822138,0.0050234557,0.006287761,0.004197353,0.0050097667,585.0,115.0,2.44,27.98
6038,87.36,87.36,152.0,658.0,0.009380269,0.009938558,0.012977453,0.008552594,0.012350163,0.008626829,0.009590893,0.007621156,0.0069866003,137.5,26.5,9.46,36.74
6039,15.374,15.374,213.0,665.0,0.009210277,0.009663569,0.01219123,0.006100304,0.005748942,0.004973382,0.006267395,0.0046272837,0.0049050916,151.0,41.0,19.0,41.88
6040,15.374,15.374,213.0,665.0,0.010230754,0.01029141,0.012559861,0.0062751626,0.0058859023,0.00508589,0.006358138,0.004695362,0.0049636033,151.0,41.0,19.0,41.88
6041,25.356,25.356,76.0,667.0,0.010990572,0.010820484,0.0132811265,0.008048232,0.008798595,0.0066502285,0.007425891,0.005490249,0.005754617,445.0,46.0,2.48,23.23
6042,39.776,39.776,161.0,666.0,0.007773486,0.008102726,0.007720331,0.004739574,-99999.0,-99999.0,-99999.0,-99999.0,0.0049554994,350.0,32.0,11.98,28.56
6043,1.66,1.66,262.0,665.0,0.0044599087,0.0049988246,0.004698698,0.003109793,-99999.0,-99999.0,-99999.0,-99999.0,0.0047441456,14.0,6.9,36.22,5.72
6044,12.728,12.728,41.0,659.0,0.007967331,0.00821261,0.0078121526,0.0043694344,-99999.0,-99999.0,-99999.0,-99999.0,0.004519682,366.0,36.0,12.28,8.19
6045,47.44,47.44,295.0,659.0,0.0053373924,0.005789213,0.0057806196,0.0038369887,-99999.0,-99999.0,-99999.0,-99999.0,0.0038327326,47.0,11.8,10.42,3.19
6046,2.188,2.188,38.0,660.0,0.0049950033,0.0059314813,0.006135384,0.0032961129,-99999.0,-99999.0,-99999.0,-99999.0,0.01312258,139.0,50.0,33.46,0.86
6047,3.0624242,3.0624242,283.0,659.0,0.008508094,0.009283451,0.011234206,0.006090679,-99999.0,-99999.0,-99999.0,-99999.0,0.0029999705,279.0,37.0,40.36,2.54
6048,0.644,0.644,311.0,665.0,0.0049723675,0.0051806658,0.004339156,0.0026755368,-99999.0,-99999.0,-99999.0,-99999.0,0.0051152827,26.0,35.1,8.63,0.0
6049,10.584,10.584,302.0,660.0,0.009818873,0.0113729285,0.015882477,0.00949233,-99999.0,-99999.0,-99999.0,-99999.0,0.0054841456,326.0,62.3,15.36,38.07
6050,2.7788236,2.7788236,268.0,661.0,0.005984895,0.0062567075,0.0056857765,0.0039991233,-99999.0,-99999.0,-99999.0,-99999.0,0.0049259807,96.0,7.0,20.0,21.68
6051,12.728,12.728,41.0,659.0,0.007976994,0.008212408,0.0078119743,0.004368873,-99999.0,-99999.0,-99999.0,-99999.0,0.004510726,366.0,36.0,12.28,8.19
6052,4.364,4.364,23.0,660.0,0.004777359,0.005394338,0.0058894507,0.004152208,-99999.0,-99999.0,-99999.0,-99999.0,0.008781221,64.0,10.0,25.85,1.96
6053,6.244,6.244,294.0,664.0,0.0059248116,0.0066360463,0.006849463,0.0035463222,-99999.0,-99999.0,-99999.0,-99999.0,0.00848372,26.0,29.5,5.39,15.57
6054,102.18,102.18,21.0,665.0,0.0058726408,0.0061946297,0.006769752,0.004530312,-99999.0,-99999.0,-99999.0,-99999.0,0.0042003747,26.0,18.0,8.57,5.67
6055,6.298,6.298,180.0,665.0,0.006194438,0.006548461,0.0053600096,0.0029455405,-99999.0,-99999.0,-99999.0,-99999.0,0.0042479183,19.0,6.0,57.46,0.0
6056,2.722,2.722,218.0,665.0,0.00356413,0.0040547,0.00442543,0.0032758606,-99999.0,-99999.0,-99999.0,-99999.0,0.00980916,42.0,46.0,6.76,0.0
6057,68.04,68.04,189.0,665.0,0.007686158,0.007980169,0.009478483,0.0056115272,-99999.0,-99999.0,-99999.0,-99999.0,0.004371601,13.0,9.8,46.22,2.6
6058,36.74,36.74,201.0,665.0,0.0053990204,0.0061837784,0.007387983,0.004813229,-99999.0,-99999.0,-99999.0,-99999.0,0.003933774,32.0,18.7,4.71,1.13
6059,0.644,0.644,311.0,665.0,0.0049823984,0.0051807845,0.004342323,0.0026846337,-99999.0,-99999.0,-99999.0,-99999.0,0.005106641,26.0,35.1,8.63,0.0
6060,11.605424,11.605424,230.0,660.0,0.0063300496,0.006848236,0.00795813,0.0051016053,-99999.0,-99999.0,-99999.0,-99999.0,0.005382827,26.0,20.0,48.67,28.99
6061,11.13,11.13,195.0,665.0,0.005426823,0.005903801,0.006054213,0.0034175462,-99999.0,-99999.0,-99999.0,-99999.0,0.0036215852,58.0,37.7,7.92,1.86
6062,8.352,8.352,208.0,665.0,0.005892373,0.0065234937,0.0072354423,0.0036106822,-99999.0,-99999.0,-99999.0,-99999.0,0.0034352418,128.0,46.6,36.56,0.19
6063,10.082,10.082,173.0,665.0,0.007920325,0.008256417,0.007638482,0.0046304716,0.004789974,0.006654007,0.007951388,0.0063731116,0.0070638442,35840.0,1394.0,4.13,36.66
6064,5.992,5.992,328.0,671.0,0.0075674695,0.007103458,0.007988884,0.003762819,0.0059069176,0.0060628126,0.0072374865,0.005449159,0.006151668,230.0,34.0,9.84,40.59
6065,2.994,2.994,223.0,664.0,0.004041806,0.004535616,0.0037631986,0.0020675783,0.002726628,0.004922049,0.005885988,0.005160473,0.005697671,45.0,9.5,0.07,0.3
6066,1.075,1.075,345.0,668.0,0.008502616,0.009349147,0.008520872,0.0030809008,0.0028116894,0.0041576084,0.004799717,0.0037351428,0.0038237376,-99999.0,-99999.0,6.48,44.07
6067,14.262,14.262,84.0,671.0,0.0053281086,0.0063769533,0.0072749197,0.004535244,0.0044429395,0.004682292,0.0054959795,0.0043421,0.004659582,213.0,20.0,2.73,37.6
6068,7.503,7.503,258.0,660.0,0.0056992825,0.007406634,0.007617279,0.003626451,0.003447604,0.004241656,0.004789472,0.0039858962,0.0042998856,1877.0,76.0,4.87,45.15
6069,5.222,5.222,34.0,664.0,0.0039606397,0.004327159,0.003502623,0.0022993174,0.0025835088,0.004473429,0.005081449,0.0043570832,0.0044785817,341.0,70.0,0.03,0.93
6070,2.6852,2.6852,299.0,667.0,0.0046440735,0.0054673837,0.004412751,0.0020729846,0.0025015818,0.004622251,0.0054471768,0.004467134,0.0049693114,128.0,90.0,1.2,4.48
6071,5.992,5.992,328.0,671.0,0.0060370574,0.0061570536,0.0073372847,0.0035592932,0.0056913234,0.005929577,0.006993567,0.005492739,0.005867527,230.0,34.0,9.84,40.59
6072,1.3626,1.3626,270.0,665.0,0.0077157617,0.007566058,0.0066252877,0.0037387584,0.003978367,0.0058698193,0.0067052334,0.0056088385,0.0062178806,77.0,10.2,3.72,0.0
6073,2.742,2.742,235.0,665.0,0.005266585,0.0066476543,0.0060308403,0.0023605332,0.002653507,0.0043534953,0.0050847027,0.0041410704,0.0043874355,506.0,76.1,0.39,5.39
6074,7.98,7.98,329.0,667.0,0.006395049,0.0066426294,0.006066587,0.0026650203,0.0030198698,0.004994675,0.0056456774,0.0047878865,0.0050471784,308.0,40.0,3.93,21.89
6075,26.06,26.06,304.0,666.0,0.005923374,0.0063127596,0.006655727,0.003470134,0.003116049,0.0032606663,0.0035540545,0.002757033,0.002861899,3357.0,48.0,6.93,42.56
6076,2.846,2.846,133.0,672.0,0.0010626883,0.005659173,0.0067958958,0.0018372923,0.004194613,0.011581005,0.01304479,0.029298183,0.012986975,134.0,61.3,1.59,26.78
6077,26.06,26.06,304.0,666.0,0.0069138096,0.006869137,0.006976058,0.0036293836,0.0032381634,0.0033298258,0.0036362892,0.0028514196,0.0029475484,3357.0,48.0,6.93,42.56
6078,1.2268,1.2268,151.0,672.0,0.0076333294,0.009335075,0.010562915,0.004565034,0.0038489592,0.0048278063,0.0053715613,0.0044687865,0.004929585,224.0,35.0,5.43,35.91
6079,10.36,10.36,261.0,666.0,0.008792767,0.0086789355,0.008159513,0.003955565,0.003931932,0.005404544,0.0060455184,0.0048481924,0.0051939473,6665.0,177.0,4.69,51.34
6080,8.796,8.796,293.0,665.0,0.0077167144,0.00831439,0.0073329583,0.004612693,0.0038805653,0.0076076807,0.010054397,0.0063762427,0.0102034435,43343.0,618.0,7.61,48.98
6081,1.2268,1.2268,151.0,672.0,0.006636617,0.009137286,0.012267641,0.0054223607,0.0040024263,0.0042377645,0.004825245,0.003939402,0.0038611826,224.0,35.0,5.43,35.91
6082,26.64,26.64,295.0,673.0,0.010339271,0.009009252,0.0073111714,0.0050072316,0.004161131,0.0050071217,0.0067098998,0.0049484577,0.005010536,47.0,11.8,10.42,3.19
6083,2.4026666,2.4026666,241.0,674.0,0.0029226106,0.0027729021,0.0029644128,0.0018881648,0.0024700786,0.0043599675,0.0052515296,0.0045393878,0.005095209,140.0,71.0,0.0,0.0
6084,2.474,2.474,15.0,672.0,0.013706969,0.011315233,0.008963252,0.0054516117,0.004647078,0.005549177,0.006766684,0.0054655187,0.005351634,70.0,39.0,25.46,1.41
6085,9.02,9.02,239.0,665.0,0.0026017716,0.003501335,0.0043522827,0.0021368845,0.0024778096,0.0038215495,0.0050025266,0.0044304067,0.004662539,19.0,32.8,1.69,0.0
6086,31.14,31.14,83.0,665.0,0.0046670204,0.004955701,0.006499179,0.0041797957,0.00470714,0.0051054438,0.0058266367,0.0048474297,0.0048545543,117.0,16.7,10.3,24.24
6087,26.64,26.64,295.0,673.0,0.011303297,0.009604045,0.0076553095,0.005171482,0.004290735,0.005082465,0.0067623584,0.0050107525,0.005065515,47.0,11.8,10.42,3.19
6088,9.02,9.02,239.0,665.0,0.0022420108,0.0032815211,0.004243416,0.0020792494,0.0024297433,0.0037664669,0.004970959,0.004406409,0.0046418956,19.0,32.8,1.69,0.0
6089,16.035883,16.035883,91.0,668.0,0.0046853647,0.0044935485,0.006700952,0.0032057907,0.0039919936,0.0042220363,0.004976327,0.004127773,0.004408386,1717.0,27.0,0.61,0.0
6090,5.518,5.518,267.0,665.0,0.0032659315,0.0037440239,0.0042090174,0.0024771676,0.0023588175,0.0033481375,0.0035801756,0.0032139327,0.002992977,1370.0,35.1,1.94,0.0
6091,2.474,2.474,15.0,672.0,0.0129253585,0.010836913,0.008687157,0.005318332,0.0045424276,0.005464116,0.0066996277,0.005413897,0.005307296,70.0,39.0,25.46,1.41
6092,1.3626,1.3626,270.0,665.0,0.0031803055,0.0040185517,0.0045587034,0.002344221,0.0026356012,0.003926826,0.0046491926,0.004155513,0.0041291714,77.0,10.2,3.72,0.0
6093,1.8658,1.8658,119.0,665.0,0.003949632,0.004887728,0.004956415,0.0027973417,0.0030306815,0.0051011834,0.0058160215,0.004796497,0.005040279,327.0,52.0,27.29,0.8
6094,102.18,102.18,21.0,665.0,0.014083333,0.012312273,0.011655055,0.0075491765,0.00842296,0.008148729,0.009344292,0.0077281133,0.0077602696,26.0,18.0,8.57,5.67
6095,39.776,39.776,161.0,666.0,0.007682785,0.006587135,0.0056413785,0.0032554567,0.003657175,0.005208304,0.005840453,0.004575563,0.0048288144,350.0,32.0,11.98,28.56
6096,11.13,11.13,195.0,665.0,0.0138571495,0.011394652,0.009731861,0.006067538,0.005348368,0.006377819,0.0074636163,0.0057678344,0.006363871,58.0,37.7,7.92,1.86
6097,1.62,1.62,25.0,667.0,0.0038610224,0.0042665196,0.0048271446,0.002015587,0.0022462388,0.0039102044,0.004839838,0.0040085274,0.00447632,51.0,60.0,0.4,0.0
6098,1.8658,1.8658,119.0,665.0,0.0061929836,0.0062698545,0.005747579,0.0031611882,0.0033328615,0.005346558,0.0060135843,0.0049464134,0.0051691267,327.0,52.0,27.29,0.8
6099,2.4553332,2.4553332,14.0,674.0,0.0026370515,0.003152723,0.0043779956,0.0033745007,0.0040966133,0.0050854427,0.005844823,0.005189618,0.005005168,84.0,5.0,6.19,0.0
6100,1.4548,1.4548,78.0,671.0,0.0061379564,0.006464591,0.00694954,0.0027792142,0.0027562897,0.0038322303,0.0042435136,0.003572014,0.0035513234,576.0,55.0,5.8,23.26
6101,10.36,10.36,261.0,666.0,0.0061256355,0.0062628095,0.006966901,0.0030353193,0.0028417725,0.0039012467,0.0045176316,0.0035649245,0.0035632695,6665.0,177.0,4.69,51.34
6102,0.2712,0.2712,197.0,666.0,0.003370222,0.004491026,0.005163536,0.0017806294,0.0021030367,0.0042306916,0.005423088,0.004809227,0.0050467597,26.0,30.2,3.68,14.55
6103,3.7045455,3.7045455,326.0,668.0,0.004568152,0.00494475,0.0057721697,0.0030185739,0.002934629,0.0034464614,0.0037566028,0.0031798708,0.0029817529,833.0,55.0,1.88,4.67
6104,102.18,102.18,21.0,665.0,0.013227562,0.011787385,0.011356102,0.0074045,0.008307651,0.00805213,0.009285762,0.0076719415,0.0077118822,26.0,18.0,8.57,5.67
6105,9.02,9.02,239.0,665.0,0.0039979364,0.0043666703,0.004865345,0.0023794998,0.002667611,0.0039595906,0.005126274,0.004523943,0.0047108615,19.0,32.8,1.69,0.0
6106,7.196,7.196,123.0,668.0,0.0029011148,0.002801894,0.0030997666,0.0024000744,0.00309049,0.0046369266,0.005873515,0.0049871146,0.005506428,339.0,13.0,0.57,0.0
6107,3.87,3.87,79.0,671.0,0.0023691677,0.0027603146,0.002826516,0.0022613718,0.0026487943,0.003920666,0.0044301585,0.0038878936,0.0036428613,365.0,12.1,2.19,0.06
6108,56.16,56.16,192.0,672.0,0.012029291,0.009756717,0.007914827,0.0047729607,0.0045402194,0.0051595126,0.005818195,0.004583242,0.004771235,102.0,16.0,74.9,1.11
6109,4.508,4.508,193.0,673.0,0.0039753797,0.00536904,0.006238163,0.0026725412,0.002749562,0.0039226557,0.0047555654,0.0039844704,0.0039001529,250.0,42.7,2.07,43.34
6110,26.64,26.64,295.0,673.0,0.0117368195,0.0094909575,0.007355277,0.004728203,0.0039936155,0.0048038005,0.0067027607,0.0044038906,0.005088616,47.0,11.8,10.42,3.19
6111,26.64,26.64,295.0,673.0,0.010953213,0.009000334,0.0070628575,0.004594558,0.0038885237,0.004718392,0.006633902,0.004352054,0.0050440277,47.0,11.8,10.42,3.19
6112,9.02,9.02,239.0,665.0,0.004643384,0.004761174,0.0050773765,0.002486863,0.0027542526,0.0040304726,0.0051670023,0.0045672734,0.004780065,19.0,32.8,1.69,0.0
6113,3.222,3.222,204.0,665.0,0.006163806,0.0065271445,0.0064957463,0.0032292092,0.0035602662,0.006259218,0.0073366943,0.0061346004,0.006514819,26.0,31.8,69.19,0.0
6114,8.244,8.244,352.0,672.0,0.0028695262,0.0044060946,0.006281601,0.0028941212,0.0031366977,0.004506803,0.005700455,0.005152981,0.0050387243,32.0,26.2,9.12,36.2
6115,2.6852,2.6852,299.0,667.0,0.004137696,0.0045653298,0.0044895746,0.0019393056,0.0022282768,0.003977853,0.0047923457,0.0039039631,0.003936282,128.0,90.0,1.2,4.48
6116,8.109,8.109,12.0,672.0,0.0027715096,0.0031335002,0.0032772354,0.0018173774,0.0021548406,0.0044446536,0.0062857745,0.00492785,0.005680511,314.0,90.0,14.43,24.99
6117,36.74,36.74,201.0,665.0,0.01451847,0.012248317,0.0108763175,0.0071144337,0.006669358,0.0076666204,0.00939762,0.0074063996,0.008096546,32.0,18.7,4.71,1.13
6118,4.33,4.33,288.0,671.0,0.0032480652,0.0031947496,0.0034751312,0.0022220614,0.0022840286,0.0030237038,0.0036193086,0.0030026534,0.0030091594,24707.0,74.0,2.69,0.17
6119,3.3364,3.3364,87.0,665.0,0.0022425186,0.0032296914,0.0057672574,0.003625473,0.005154022,0.004446205,0.005373495,0.004853706,0.004767915,38.0,5.6,1.34,0.0
6120,2.742,2.742,235.0,665.0,0.0047909035,0.005815964,0.006368219,0.002499129,0.0025456578,0.0038403927,0.0047546965,0.003738788,0.0039967736,506.0,76.1,0.39,5.39
6121,0.84166664,0.84166664,107.0,674.0,0.0028892765,0.0028432545,0.0032683075,0.0023738854,0.002948152,0.004575024,0.0055017704,0.004500106,0.0048000636,437.0,30.0,4.45,2.83
6122,8.244,8.244,352.0,672.0,0.003004185,0.004489298,0.0063194316,0.0029127805,0.0031531889,0.004488126,0.0057447236,0.0051618647,0.0050138803,32.0,26.2,9.12,36.2
6123,5.76,5.76,2.0,668.0,0.0063844244,0.006106499,0.006146256,0.0034213772,0.0031481157,0.0034517557,0.003622408,0.0031322755,0.0029460206,-99999.0,-99999.0,-99999.0,-99999.0
6124,2.846,2.846,133.0,672.0,0.0041386313,0.0053125774,0.005903997,0.002212287,0.0024277703,0.0037594596,0.0046847975,0.003876197,0.00433498,134.0,61.3,1.59,26.78
6125,6.03,6.03,2.0,674.0,0.0063844244,0.006106499,0.006146256,0.0034213772,0.0031481157,0.0034517557,0.003622408,0.0031322755,0.0029460206,-99999.0,-99999.0,-99999.0,-99999.0
6126,2.218,2.218,116.0,672.0,0.0028755865,0.0035155397,0.003607706,0.0020263253,0.0023020227,0.0036991641,0.0047539417,0.0039423015,0.0042724144,108.0,64.0,1.49,14.84
6127,6.412667,6.412667,52.0,674.0,0.0061134463,0.0061575524,0.0063295416,0.0026370303,0.0024630995,0.0034677673,0.0041263653,0.003183945,0.0032829987,42500.0,435.0,6.97,57.4
6128,6.218,6.218,52.0,672.0,0.0061134463,0.0061575524,0.0063295416,0.0026370303,0.0024630995,0.0034677673,0.0041263653,0.003183945,0.0032829987,42500.0,435.0,6.97,57.4
6129,6.026,6.026,52.0,671.0,0.0061134463,0.0061575524,0.0063295416,0.0026370303,0.0024630995,0.0034677673,0.0041263653,0.003183945,0.0032829987,42500.0,435.0,6.97,57.4
6130,18.336,18.336,292.0,667.0,0.0048751878,0.0056726797,0.0062874435,0.003934455,0.003935631,0.0047014384,0.005378197,0.004153068,0.0047149076,3762.0,94.0,13.4,12.75
6131,9.212,9.212,330.0,668.0,0.010667129,0.009554177,0.009236829,0.0046779998,0.005607486,0.0072148885,0.007986608,0.009454461,0.0075443387,288.0,62.3,13.3,0.25
6132,10.988,10.988,258.0,674.0,0.004396341,0.0056313025,0.0068107764,0.0031185783,0.002955835,0.0035227844,0.0041704676,0.0033466185,0.003247989,1877.0,76.0,4.87,45.15
6133,13.85,13.85,3.0,666.0,0.009048836,0.010874342,0.012369412,0.008074702,0.008054115,0.008339284,0.009161556,0.0076895915,0.007527189,-99999.0,-99999.0,-99999.0,-99999.0
6134,7.98,7.98,329.0,667.0,0.005221378,0.0052390653,0.005320751,0.0020944653,0.0021098948,0.0040592095,0.004689682,0.0038795478,0.0039200345,308.0,40.0,3.93,21.89
6135,1.075,1.075,345.0,668.0,0.0077193016,0.007953771,0.0075622373,0.002769129,0.002538977,0.0035332057,0.004178447,0.0033528756,0.0032853864,-99999.0,-99999.0,6.48,44.07
6136,6.298,6.298,180.0,665.0,0.009364313,0.008745082,0.007242357,0.0044958456,0.004962752,0.008061023,0.011057696,0.0071162977,0.012110257,19.0,6.0,57.46,0.0
6137,1.7744,1.7744,255.0,672.0,0.0043523293,0.0042473124,0.004513241,0.0016834036,0.0018374738,0.0030065016,0.0037351414,0.0031533637,0.0030967249,134.0,114.8,4.88,6.03
6138,2.567857,2.567857,182.0,674.0,0.00319916,0.0029552842,0.0029794516,0.001895991,0.00228663,0.0036880858,0.0042256904,0.003486964,0.0036577494,380.0,92.0,3.25,0.0
6139,0.644,0.644,311.0,665.0,0.006791221,0.0058088596,0.004946717,0.0029555114,0.0033168835,0.005870673,0.007242933,0.0057432945,0.006365471,26.0,35.1,8.63,0.0
6140,8.312,8.312,118.0,670.0,0.0063693803,0.006418038,0.006885155,0.003709468,0.0039327377,0.005815047,0.0071717715,0.005920772,0.006279396,125.0,70.0,6.6,5.92
6141,5.992,5.992,328.0,671.0,0.0042424286,0.0049397615,0.007014126,0.0030109212,0.0051145875,0.0044881767,0.005545439,0.0045022187,0.0045413566,230.0,34.0,9.84,40.59
6142,4.78,4.78,2.0,662.0,0.0063844244,0.006106499,0.006146256,0.0034213772,0.0031481157,0.0034517557,0.003622408,0.0031322755,0.0029460206,-99999.0,-99999.0,-99999.0,-99999.0
6143,0.7216,0.7216,363.0,673.0,0.00521427,0.0045739342,0.004598658,0.0026752334,0.0028173516,0.0038063994,0.0042393343,0.0035535956,0.003609709,48.0,7.0,9.62,0.17
6144,4.324,4.324,332.0,665.0,0.0031699676,0.00066705776,0.0022045602,0.0009834178,0.0044364505,0.010201683,0.01228821,0.0059699574,0.012805281,205.0,12.0,2.8,8.05
6145,3.17,3.17,112.0,672.0,0.0038590871,0.0033427645,0.003119316,0.001963957,0.0021103113,0.0032768173,0.003839446,0.003096407,0.003199276,203.0,30.0,1.47,0.06
6146,10.082,10.082,173.0,665.0,0.002924903,0.003976771,0.005152861,0.0029160052,0.0031480275,0.0043129595,0.0055255704,0.0045798803,0.0047628097,35840.0,1394.0,4.13,36.66
6147,18.336,18.336,292.0,667.0,0.0067983037,0.006862153,0.0069706477,0.004264149,0.004160525,0.004912349,0.0055478555,0.004249706,0.004824607,3762.0,94.0,13.4,12.75
6148,2.994,2.994,223.0,664.0,0.0032345818,0.003535242,0.003420716,0.0019971486,0.002443677,0.004196877,0.005277945,0.0046853907,0.0047062105,45.0,9.5,0.07,0.3
6149,1.624,1.624,60.0,673.0,0.015358185,0.012993129,0.010459544,0.0057231677,0.004770391,0.0060382574,0.007642839,0.0055935313,0.005961357,45.0,52.5,47.83,2.01
6150,20.26,20.26,256.0,665.0,0.007903069,0.008700265,0.012821675,0.008608895,0.012131612,0.007225832,0.008303639,0.0057637016,0.0057665915,134.0,114.8,17.55,9.58
6151,1.624,1.624,60.0,673.0,0.014574588,0.012507458,0.010183685,0.0055989106,0.0046657315,0.005953116,0.0075742286,0.005541846,0.0059169275,45.0,52.5,47.83,2.01
6152,5.09,5.09,1.0,662.0,0.007031117,0.0063461014,0.006089919,0.0036064857,0.003374037,0.0041016596,0.004398271,0.0037110334,0.0036521119,-99999.0,-99999.0,-99999.0,-99999.0
6153,4.81,4.81,1.0,668.0,0.007031117,0.0063461014,0.006089919,0.0036064857,0.003374037,0.0041016596,0.004398271,0.0037110334,0.0036521119,-99999.0,-99999.0,-99999.0,-99999.0
6154,4.47,4.47,1.0,674.0,0.007031117,0.0063461014,0.006089919,0.0036064857,0.003374037,0.0041016596,0.004398271,0.0037110334,0.0036521119,-99999.0,-99999.0,-99999.0,-99999.0
6155,2.76,2.76,0.0,667.0,0.0067090434,0.006146548,0.0057926173,0.0034283563,0.0029200488,0.0034543974,0.0034301165,0.0029716825,0.0029139367,-99999.0,-99999.0,-99999.0,-99999.0
6156,1.7763158,1.7763158,171.0,674.0,0.0034115363,0.0033596065,0.0033781375,0.0021140366,0.0021776245,0.002931337,0.003506291,0.0029031574,0.0027861833,998.0,60.0,3.78,0.0
6157,4.324348,4.324348,170.0,669.0,0.003759405,0.003715924,0.0039919256,0.0024867763,0.0028702212,0.0044371556,0.0051321206,0.004350335,0.0048261853,514.0,400.0,1.09,0.0
6158,4.324348,4.324348,170.0,669.0,0.004403605,0.0041103247,0.004205985,0.0025949113,0.0029578952,0.0045085624,0.005172734,0.004393374,0.004895308,514.0,400.0,1.09,0.0
6159,4.02,4.02,0.0,666.0,0.0067090434,0.006146548,0.0057926173,0.0034283563,0.0029200488,0.0034543974,0.0034301165,0.0029716825,0.0029139367,-99999.0,-99999.0,-99999.0,-99999.0
6160,6.176,6.176,59.0,667.0,0.004536386,0.0043983944,0.0049003786,0.0022984832,0.0024358714,0.0036963646,0.004259074,0.0037048825,0.0034865062,40.0,17.0,0.14,0.0
6161,20.26,20.26,256.0,665.0,0.01009582,0.009326621,0.014338095,0.008989503,0.0122315725,0.007586203,0.008652265,0.006615545,0.0067679314,134.0,114.8,17.55,9.58
6162,9.024211,9.024211,134.0,667.0,0.0075647226,0.0072798384,0.009933143,0.005588288,0.0069757663,0.0056983507,0.0067136926,0.005487097,0.005714171,-99999.0,-99999.0,20.7,1.97
6163,21.772,21.772,354.0,668.0,0.010948442,0.008604363,0.0069575035,0.0038477343,0.003812632,0.0049652164,0.0060226414,0.004608731,0.00490489,58.0,17.4,2.88,0.0
6164,3.676,3.676,279.0,667.0,0.00582354,0.0053976476,0.007250013,0.004553911,0.005914895,0.0057478584,0.0069027776,0.005833068,0.005680036,65.0,-99999.0,0.65,0.0
6165,3.17,3.17,112.0,672.0,0.0030848966,0.002864788,0.0028516105,0.0018280628,0.0020055852,0.0031912248,0.0037720008,0.003044458,0.0030903195,203.0,30.0,1.47,0.06
6166,7.1,7.1,4.0,663.0,0.0071016354,0.006443058,0.0066529512,0.0035232499,0.0034318932,0.0040628756,0.0042660125,0.0037102748,0.0035873167,-99999.0,-99999.0,-99999.0,-99999.0
6167,3.092,3.092,276.0,671.0,0.0026515864,0.0028045976,0.002651819,0.0018588075,0.0017992517,0.0025404291,0.002878457,0.0024269237,0.0024337715,4925.0,90.0,1.64,0.01
6168,4.378889,4.378889,238.0,669.0,0.0046288176,0.0046378784,0.005193105,0.0032239368,0.0036130524,0.0044956952,0.005246157,0.004586185,0.0044476264,129.7,32.0,0.61,0.0
6169,3.8719049,3.8719049,188.0,668.0,0.005139126,0.0045638946,0.0048543094,0.0029890684,0.0030914831,0.0037197503,0.0043433155,0.0035279081,0.0036152035,-99999.0,-99999.0,48.16,3.54
6170,1.89,1.89,231.0,667.0,0.0058372184,0.0048537096,0.0069513274,0.002772923,0.008146046,0.0071582138,0.0081482725,0.0065130703,0.0056522153,-99999.0,-99999.0,6.49,1.45
6171,11.85,11.85,9.0,670.0,0.006210686,0.005678721,0.0064949896,0.0033410743,0.003734545,0.0057168775,0.006581029,0.0053209877,0.0054803253,378.0,21.0,9.12,0.6
6172,2.758,2.758,167.0,665.0,0.0044061425,0.0037804584,0.0039407467,0.0018436301,0.0021831603,0.003981959,0.004987291,0.0042237956,0.004853076,38.0,45.3,1.18,0.0
6173,2.758,2.758,167.0,665.0,0.0026405756,0.0026896775,0.0033144609,0.0015431092,0.0019435735,0.003724127,0.004766162,0.0041051796,0.004719103,38.0,45.3,1.18,0.0
6174,1.8189473,1.8189473,361.0,668.0,0.004828594,0.0042011472,0.0044190995,0.002284692,0.002464869,0.0041403943,0.005052829,0.0041373884,0.004320229,380.0,15.0,0.68,0.0
6175,4.378889,4.378889,238.0,669.0,0.0040242975,0.0042683254,0.0049856626,0.0031237176,0.0035329382,0.004397183,0.00522502,0.004545744,0.004412451,129.7,32.0,0.61,0.0
6176,8.98,8.98,302.0,674.0,0.0062252358,0.006028495,0.006213478,0.0031840561,0.0034285737,0.004417342,0.005041477,0.004190044,0.004131162,326.0,62.3,15.36,38.07
6177,8.352,8.352,208.0,665.0,0.014161516,0.012836152,0.01258135,0.0067485087,0.0056130746,0.0060854713,0.007236877,0.0054793004,0.005850502,128.0,46.6,36.56,0.19
6178,13.812,13.812,128.0,672.0,0.004920519,0.0057931864,0.010900222,0.005132526,0.0051673106,0.0043892185,0.005147912,0.0042367345,0.004019635,70.0,70.0,3.18,43.21
6179,21.72,21.72,266.0,672.0,0.008371252,0.007086382,0.006311324,0.0034538994,0.0038097652,0.0056443415,0.007856209,0.0045535485,0.007884952,250.0,29.5,24.35,22.9
6180,5.992,5.992,328.0,671.0,0.0029192483,0.004163362,0.0065675066,0.0029767146,0.00473422,0.004330582,0.0054488513,0.004300876,0.0044725975,230.0,34.0,9.84,40.59
6181,22.7,22.7,232.0,671.0,0.004233835,0.0041545127,0.004635437,0.0027507998,0.0032714019,0.0042411652,0.0051318863,0.004160343,0.0044587427,38.0,15.4,3.54,45.38
